row_id,score,y_pred
0,3.6418235301971436,0
1,3.6418235301971436,0
2,3.6418235301971436,0
3,3.64216685295105,0
4,3.6425187587738037,0
5,3.6431241035461426,0
6,3.643766403198242,0
7,3.6443686485290527,0
8,3.644815683364868,0
9,3.6450140476226807,0
10,3.6453747749328613,0
11,3.6455869674682617,0
12,3.645716905593872,0
13,3.6456756591796875,0
14,3.6456820964813232,0
15,3.645613431930542,0
16,3.645524263381958,0
17,3.645376205444336,0
18,3.645237445831299,0
19,3.6451244354248047,0
20,3.645101308822632,0
21,3.6452436447143555,0
22,3.645455837249756,0
23,3.645688772201538,0
24,3.6457812786102295,0
25,3.645737409591675,0
26,3.645508289337158,0
27,3.645223379135132,0
28,3.6449193954467773,0
29,3.64483380317688,0
30,3.6450793743133545,0
31,3.6456289291381836,0
32,3.6465113162994385,0
33,3.6474974155426025,0
34,3.648388385772705,0
35,3.6491715908050537,0
36,3.649872303009033,0
37,3.6505801677703857,0
38,3.6514620780944824,0
39,3.652470350265503,0
40,3.653402090072632,0
41,3.653893232345581,0
42,3.653806209564209,0
43,3.65324068069458,0
44,3.6524457931518555,0
45,3.6514816284179688,0
46,3.650758743286133,0
47,3.6503913402557373,0
48,3.6505024433135986,0
49,3.6513512134552,0
50,3.652078151702881,0
51,3.6523866653442383,0
52,3.6524317264556885,0
53,3.652355432510376,0
54,3.6521236896514893,0
55,3.6519343852996826,0
56,3.651589870452881,0
57,3.650880813598633,0
58,3.649599075317383,0
59,3.647390842437744,0
60,3.6451058387756348,0
61,3.6433043479919434,0
62,3.64193058013916,0
63,3.640967845916748,0
64,3.6405978202819824,0
65,3.640601634979248,0
66,3.640808582305908,0
67,3.6411755084991455,0
68,3.6416938304901123,0
69,3.642436981201172,0
70,3.643357753753662,0
71,3.644651174545288,0
72,3.646376848220825,0
73,3.6485092639923096,0
74,3.6508426666259766,0
75,3.653552532196045,0
76,3.656388282775879,0
77,3.659395694732666,0
78,3.662245512008667,0
79,3.662351608276367,0
80,3.6595797538757324,0
81,3.6540756225585938,0
82,3.6461851596832275,0
83,3.636523962020874,0
84,3.626675605773926,0
85,3.6166019439697266,0
86,3.6065778732299805,0
87,3.596433162689209,0
88,3.58796763420105,0
89,3.5838916301727295,0
90,3.584524631500244,0
91,3.5887291431427,0
92,3.5965051651000977,0
93,3.604951858520508,0
94,3.612788438796997,0
95,3.6197352409362793,0
96,3.6263022422790527,0
97,3.6325430870056152,0
98,3.6370291709899902,0
99,3.639721393585205,0
100,3.640468120574951,0
101,3.6397972106933594,0
102,3.637338876724243,0
103,3.635700225830078,0
104,3.6346585750579834,0
105,3.638709783554077,0
106,3.642910957336426,0
107,3.6477060317993164,0
108,3.652963161468506,0
109,3.658653974533081,0
110,3.660754919052124,0
111,3.6630032062530518,0
112,3.665604829788208,0
113,3.6681034564971924,0
114,3.6703567504882812,0
115,3.6679954528808594,0
116,3.665433406829834,0
117,3.6623265743255615,0
118,3.658724308013916,0
119,3.654539108276367,0
120,3.6538918018341064,0
121,3.653588056564331,0
122,3.65360164642334,0
123,3.6542837619781494,0
124,3.6554720401763916,0
125,3.656780481338501,0
126,3.658064603805542,0
127,3.659329652786255,0
128,3.6606602668762207,0
129,3.6620516777038574,0
130,3.663323402404785,0
131,3.6643686294555664,0
132,3.6649134159088135,0
133,3.664785623550415,0
134,3.664189338684082,0
135,3.663470983505249,0
136,3.6627328395843506,0
137,3.661989212036133,0
138,3.6611897945404053,0
139,3.660332441329956,0
140,3.65956974029541,0
141,3.658979892730713,0
142,3.6586661338806152,0
143,3.6587557792663574,0
144,3.6592578887939453,0
145,3.660031318664551,0
146,3.6612489223480225,0
147,3.6630148887634277,0
148,3.6650447845458984,0
149,3.6671934127807617,0
150,3.668957471847534,0
151,3.6698896884918213,0
152,3.670241355895996,0
153,3.669973373413086,0
154,3.669438600540161,0
155,3.6688289642333984,0
156,3.6678919792175293,0
157,3.6664352416992188,0
158,3.664498805999756,0
159,3.66080904006958,0
160,3.655916690826416,0
161,3.6502737998962402,0
162,3.645519256591797,0
163,3.6419286727905273,0
164,3.6404597759246826,0
165,3.640855073928833,0
166,3.6433916091918945,0
167,3.6461753845214844,0
168,3.649661064147949,0
169,3.6557908058166504,0
170,3.6639506816864014,0
171,3.673304319381714,0
172,3.681466817855835,0
173,3.687990427017212,0
174,3.691708564758301,0
175,3.6931772232055664,0
176,3.6925251483917236,0
177,3.6918962001800537,0
178,3.6910314559936523,0
179,3.6894216537475586,0
180,3.6874639987945557,0
181,3.685760974884033,0
182,3.6846981048583984,0
183,3.6845014095306396,0
184,3.6849570274353027,0
185,3.6857755184173584,0
